Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
eco-friendly-purple-food-storage-container,Eco-friendly Purple Food Storage Container,"<p>This is a highly reliable eco-friendly purple food storage container, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Food Storage Container,"kitchen, dining, eco-friendly, purple",TRUE,Color,Purple,SKU-72529,100,shopify,117,deny,manual,42.81,51.37,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=940
premium-brown-digital-thermometer,Premium Brown Digital Thermometer,"<p>This is a highly reliable premium brown digital thermometer, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Digital Thermometer,"health, safety, premium, brown",TRUE,Color,Brown,SKU-99987,250,shopify,69,deny,manual,45.79,54.95,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=17
everyday-black-throw-blanket,Everyday Black Throw Blanket,"<p>This is a highly reliable everyday black throw blanket, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Throw Blanket,"home, bedroom, everyday, black",TRUE,Color,Black,SKU-92934,250,shopify,308,deny,manual,88.59,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=123
modern-brown-band-aids,Modern Brown Band-Aids,"<p>This is a highly reliable modern brown band-aids, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Band-Aids,"health, safety, modern, brown",TRUE,Color,Brown,SKU-93656,1000,shopify,336,deny,manual,47.53,57.04,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=116
minimalist-blue-throw-blanket,Minimalist Blue Throw Blanket,"<p>This is a highly reliable minimalist blue throw blanket, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Throw Blanket,"home, bedroom, minimalist, blue",TRUE,Color,Blue,SKU-44927,250,shopify,59,deny,manual,18.42,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=663
pro-white-spiral-notebook,Pro White Spiral Notebook,"<p>This is a highly reliable pro white spiral notebook, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Spiral Notebook,"office, stationary, pro, white",TRUE,Color,White,SKU-90903,100,shopify,457,deny,manual,128.7,,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=442
modern-pink-aa-batteries,Modern Pink AA Batteries,"<p>This is a highly reliable modern pink aa batteries, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,AA Batteries,"electronics, tech, modern, pink",TRUE,Color,Pink,SKU-87851,100,shopify,127,deny,manual,130.61,156.73,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=149
essential-navy-dustpan,Essential Navy Dustpan,"<p>This is a highly reliable essential navy dustpan, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Dustpan,"cleaning, household, essential, navy",TRUE,Color,Navy,SKU-47311,100,shopify,297,deny,manual,36.73,44.08,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=491
everyday-navy-spiral-notebook,Everyday Navy Spiral Notebook,"<p>This is a highly reliable everyday navy spiral notebook, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Spiral Notebook,"office, stationary, everyday, navy",TRUE,Color,Navy,SKU-86469,100,shopify,148,deny,manual,127.63,153.16,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=208
smart-white-extension-cord,Smart White Extension Cord,"<p>This is a highly reliable smart white extension cord, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Extension Cord,"electronics, tech, smart, white",TRUE,Color,White,SKU-94080,500,shopify,460,deny,manual,8.36,10.03,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=485
smart-pink-cotton-swabs,Smart Pink Cotton Swabs,"<p>This is a highly reliable smart pink cotton swabs, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cotton Swabs,"personal care, smart, pink",TRUE,Color,Pink,SKU-74719,250,shopify,138,deny,manual,69.49,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=756
everyday-green-area-rug,Everyday Green Area Rug,"<p>This is a highly reliable everyday green area rug, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Area Rug,"home, bedroom, everyday, green",TRUE,Color,Green,SKU-60556,1000,shopify,281,deny,manual,105.06,126.07,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=420
smart-gold-pain-reliever,Smart Gold Pain Reliever,"<p>This is a highly reliable smart gold pain reliever, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Pain Reliever,"health, safety, smart, gold",TRUE,Color,Gold,SKU-78992,1000,shopify,210,deny,manual,116.84,140.21,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=59
classic-pink-aa-batteries,Classic Pink AA Batteries,"<p>This is a highly reliable classic pink aa batteries, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,AA Batteries,"electronics, tech, classic, pink",TRUE,Color,Pink,SKU-51571,500,shopify,256,deny,manual,11.25,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=50
everyday-red-nail-clippers,Everyday Red Nail Clippers,"<p>This is a highly reliable everyday red nail clippers, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Nail Clippers,"personal care, everyday, red",TRUE,Color,Red,SKU-30171,1000,shopify,310,deny,manual,114.25,137.1,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=563
everyday-red-soup-spoon,Everyday Red Soup Spoon,"<p>This is a highly reliable everyday red soup spoon, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Soup Spoon,"kitchen, dining, everyday, red",TRUE,Color,Red,SKU-86878,100,shopify,251,deny,manual,114.35,137.22,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=714
modern-blue-first-aid-kit,Modern Blue First Aid Kit,"<p>This is a highly reliable modern blue first aid kit, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,First Aid Kit,"health, safety, modern, blue",TRUE,Color,Blue,SKU-17072,100,shopify,84,deny,manual,130.92,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=909
modern-navy-light-bulb,Modern Navy Light Bulb,"<p>This is a highly reliable modern navy light bulb, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Light Bulb,"electronics, tech, modern, navy",TRUE,Color,Navy,SKU-68703,500,shopify,325,deny,manual,50.96,61.15,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=232
vintage-orange-coffee-maker,Vintage Orange Coffee Maker,"<p>This is a highly reliable vintage orange coffee maker, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Coffee Maker,"kitchen, dining, vintage, orange",TRUE,Color,Orange,SKU-70884,100,shopify,236,deny,manual,46.63,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=361
luxury-silver-phone-case,Luxury Silver Phone Case,"<p>This is a highly reliable luxury silver phone case, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Phone Case,"electronics, tech, luxury, silver",TRUE,Color,Silver,SKU-65585,100,shopify,431,deny,manual,118.13,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=666
basic-gray-toothpaste,Basic Gray Toothpaste,"<p>This is a highly reliable basic gray toothpaste, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Toothpaste,"personal care, basic, gray",TRUE,Color,Gray,SKU-81704,250,shopify,76,deny,manual,128.93,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=585
classic-black-scarf,Classic Black Scarf,"<p>This is a highly reliable classic black scarf, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Scarf,"apparel, accessories, classic, black",TRUE,Color,Black,SKU-12353,250,shopify,149,deny,manual,17.42,20.9,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=501
minimalist-pink-spiral-notebook,Minimalist Pink Spiral Notebook,"<p>This is a highly reliable minimalist pink spiral notebook, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Spiral Notebook,"office, stationary, minimalist, pink",TRUE,Color,Pink,SKU-74021,100,shopify,306,deny,manual,82.2,98.64,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=770
modern-silver-bed-pillow,Modern Silver Bed Pillow,"<p>This is a highly reliable modern silver bed pillow, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bed Pillow,"home, bedroom, modern, silver",TRUE,Color,Silver,SKU-69048,1000,shopify,490,deny,manual,71.74,86.09,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=968
premium-yellow-lip-balm,Premium Yellow Lip Balm,"<p>This is a highly reliable premium yellow lip balm, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Lip Balm,"personal care, premium, yellow",TRUE,Color,Yellow,SKU-19712,100,shopify,399,deny,manual,65.74,78.89,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=33
eco-friendly-pink-stapler,Eco-friendly Pink Stapler,"<p>This is a highly reliable eco-friendly pink stapler, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Stapler,"office, stationary, eco-friendly, pink",TRUE,Color,Pink,SKU-46999,500,shopify,90,deny,manual,84.51,101.41,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=877
eco-friendly-purple-oven-mitt,Eco-friendly Purple Oven Mitt,"<p>This is a highly reliable eco-friendly purple oven mitt, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Oven Mitt,"kitchen, dining, eco-friendly, purple",TRUE,Color,Purple,SKU-79457,250,shopify,470,deny,manual,104.28,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=109
pro-green-daily-vitamins,Pro Green Daily Vitamins,"<p>This is a highly reliable pro green daily vitamins, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Daily Vitamins,"health, safety, pro, green",TRUE,Color,Green,SKU-80903,250,shopify,413,deny,manual,108.84,130.61,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=947
premium-gold-highlighter,Premium Gold Highlighter,"<p>This is a highly reliable premium gold highlighter, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Highlighter,"office, stationary, premium, gold",TRUE,Color,Gold,SKU-33072,250,shopify,21,deny,manual,66.67,80.0,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=587
classic-silver-toothpaste,Classic Silver Toothpaste,"<p>This is a highly reliable classic silver toothpaste, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Toothpaste,"personal care, classic, silver",TRUE,Color,Silver,SKU-59441,100,shopify,22,deny,manual,90.37,108.44,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=205
everyday-orange-casual-sneakers,Everyday Orange Casual Sneakers,"<p>This is a highly reliable everyday orange casual sneakers, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Casual Sneakers,"apparel, accessories, everyday, orange",TRUE,Color,Orange,SKU-31391,500,shopify,130,deny,manual,101.5,121.8,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=762
basic-gray-sunglasses,Basic Gray Sunglasses,"<p>This is a highly reliable basic gray sunglasses, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sunglasses,"apparel, accessories, basic, gray",TRUE,Color,Gray,SKU-98642,1000,shopify,443,deny,manual,76.57,91.88,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?random=310
everyday-brown-sticky-notes,Everyday Brown Sticky Notes,"<p>This is a highly reliable everyday brown sticky notes, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sticky Notes,"office, stationary, everyday, brown",TRUE,Color,Brown,SKU-45153,250,shopify,232,deny,manual,18.72,22.46,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=632
eco-friendly-green-light-bulb,Eco-friendly Green Light Bulb,"<p>This is a highly reliable eco-friendly green light bulb, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Light Bulb,"electronics, tech, eco-friendly, green",TRUE,Color,Green,SKU-55183,100,shopify,55,deny,manual,67.33,80.8,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=398
